,no_of_months,no_of_commits,congruences
0,1,7,0.25
1,2,8,0.6
2,3,6,1.0
3,4,6,1.0
4,5,5,0.6
5,6,3,1.0
6,7,2,1.0
7,8,5,0.5
8,9,2,1.0
9,10,4,1.0
10,11,3,1.0
11,12,19,1.0
12,13,8,1.0
13,14,47,1.0
14,15,19,1.0
15,16,8,1.0
16,17,9,1.0
17,18,3,1.0
18,19,4,1.0
19,20,5,1.0
20,21,2,1.0
