,no_of_months,no_of_commits,congruences
0,1,31,1.0
1,2,8,0.5
2,3,9,1.0
3,4,3,1.0
4,5,13,0.5
5,6,12,0.5
6,7,18,0.375
7,8,7,0.6
8,9,12,0.5
9,10,7,0.5
10,11,8,1.0
11,12,9,1.0
12,13,11,0.5
13,14,13,0.625
14,15,7,0.5
15,16,5,0.5
16,17,9,0.42857142857142855
17,18,3,1.0
18,19,7,0.5
19,20,2,1.0
