,no_of_months,no_of_commits,congruences
0,1,17,1.0
1,2,2,1.0
2,3,6,1.0
3,4,10,0.5
4,5,10,1.0
5,6,24,1.0
6,7,5,1.0
7,8,6,1.0
8,9,3,1.0
9,10,15,1.0
10,11,3,1.0
11,12,7,1.0
12,13,7,1.0
13,14,10,1.0
14,15,4,1.0
15,16,2,1.0
16,17,5,0.5
17,18,3,1.0
18,19,13,1.0
19,20,2,1.0
20,21,5,1.0
21,22,4,1.0
22,23,4,1.0
23,24,2,1.0
