,no_of_months,no_of_commits,congruences
0,1,60,0.375
1,2,76,0.25
2,3,101,0.2857142857142857
3,4,41,0.3333333333333333
4,5,60,0.375
5,6,66,0.36
6,7,81,0.29411764705882354
7,8,37,0.2631578947368421
8,9,59,0.29411764705882354
9,10,143,0.36
10,11,77,0.44
11,12,125,0.2653061224489796
12,13,92,0.3333333333333333
13,14,83,0.3076923076923077
14,15,60,0.5333333333333333
15,16,110,0.1836734693877551
16,17,160,0.2653061224489796
17,18,135,0.2972972972972973
18,19,110,0.23404255319148937
19,20,81,0.37142857142857144
20,21,93,0.4603174603174603
21,22,20,0.42857142857142855
22,23,65,0.25
23,24,106,0.3
24,25,59,0.48148148148148145
25,26,73,0.6190476190476191
26,27,145,0.42857142857142855
27,28,163,0.37777777777777777
28,29,130,0.3333333333333333
29,30,266,0.34328358208955223
30,31,68,0.6190476190476191
31,32,79,0.5769230769230769
32,33,151,0.35714285714285715
33,34,97,0.4594594594594595
34,35,74,0.42857142857142855
35,36,120,0.375
36,37,95,0.6
37,38,69,0.7142857142857143
38,39,105,0.38461538461538464
39,40,95,0.35714285714285715
40,41,93,0.6
41,42,35,0.5555555555555556
42,43,125,0.48
43,44,189,0.20689655172413793
44,45,91,0.5172413793103449
45,46,96,0.46153846153846156
46,47,51,0.7142857142857143
47,48,3,1.0
48,49,73,0.40540540540540543
49,50,66,0.38461538461538464
50,51,34,0.4166666666666667
51,52,26,0.7777777777777778
52,53,115,0.39285714285714285
53,54,36,1.0
54,55,2,1.0
55,56,32,0.45454545454545453
56,57,22,1.0
57,58,23,0.6363636363636364
58,59,29,0.75
59,60,127,0.45652173913043476
60,61,81,0.5319148936170213
61,62,59,0.6363636363636364
62,63,117,0.38095238095238093
63,64,155,0.29896907216494845
64,65,311,0.6173913043478261
65,66,41,0.5
66,67,63,0.4794520547945205
67,68,27,0.6923076923076923
68,69,91,0.47619047619047616
69,70,57,0.5238095238095238
70,71,406,0.5
71,72,39,0.6666666666666666
72,73,70,0.6071428571428571
73,74,64,0.38461538461538464
74,75,142,0.5268817204301075
75,76,224,0.47619047619047616
76,77,2,1.0
77,78,112,0.3793103448275862
78,79,99,0.559322033898305
79,80,130,0.3191489361702128
80,81,51,0.6
81,82,254,0.26717557251908397
82,83,4,0.6666666666666666
83,84,2,1.0
84,85,4,0.3333333333333333
85,86,6,0.42857142857142855
86,87,277,0.3150684931506849
87,88,167,0.4782608695652174
88,89,33,0.6
89,90,138,0.46153846153846156
90,91,42,0.5
91,92,55,0.45454545454545453
92,93,71,0.36363636363636365
93,94,94,0.5714285714285714
94,95,22,0.8
95,96,44,0.3793103448275862
96,97,22,1.0
97,98,43,0.48148148148148145
98,99,97,0.47058823529411764
99,100,101,0.3488372093023256
100,101,158,0.2923076923076923
101,102,157,0.37662337662337664
102,103,146,0.42857142857142855
103,104,41,0.6363636363636364
104,105,3,1.0
105,106,135,0.2727272727272727
106,107,19,0.4782608695652174
107,108,4,1.0
108,109,70,0.3103448275862069
109,110,85,0.3939393939393939
110,111,88,0.2777777777777778
111,112,4,1.0
112,113,98,0.28
113,114,62,0.3333333333333333
114,115,109,0.3333333333333333
115,116,82,0.2653061224489796
116,117,86,0.21875
117,118,61,0.4782608695652174
118,119,58,0.45454545454545453
119,120,20,0.8
120,121,22,0.6
121,122,38,0.75
122,123,79,0.373134328358209
123,124,71,0.6086956521739131
124,125,4,1.0
125,126,4,1.0
126,127,65,0.5
127,128,88,0.36585365853658536
128,129,70,0.5
129,130,86,0.5135135135135135
130,131,42,0.6923076923076923
131,132,58,0.5357142857142857
132,133,46,0.56
133,134,23,0.8181818181818182
134,135,16,1.0
135,136,25,0.3333333333333333
136,137,47,0.6491228070175439
137,138,2,1.0
138,139,40,0.6
139,140,5,1.0
140,141,62,0.5151515151515151
141,142,3,1.0
142,143,2,1.0
143,144,51,0.6
144,145,7,1.0
145,146,74,0.3103448275862069
146,147,24,0.6923076923076923
147,148,57,0.3684210526315789
148,149,77,0.38144329896907214
149,150,48,0.4444444444444444
150,151,72,0.4339622641509434
151,152,53,0.4090909090909091
152,153,23,0.6923076923076923
153,154,19,1.0
154,155,2,1.0
155,156,9,1.0
156,157,14,0.5
157,158,54,0.6216216216216216
158,159,19,0.8181818181818182
159,160,40,0.4117647058823529
160,161,19,0.75
161,162,108,0.43243243243243246
162,163,108,0.27835051546391754
163,164,39,0.5294117647058824
164,165,237,0.44313725490196076
165,166,89,0.43103448275862066
166,167,58,0.5802469135802469
167,168,30,0.6470588235294118
168,169,109,0.6363636363636364
169,170,61,0.5294117647058824
170,171,27,0.6666666666666666
171,172,56,0.4782608695652174
172,173,33,0.5483870967741935
173,174,24,0.7142857142857143
174,175,4,1.0
175,176,6,1.0
176,177,10,0.7142857142857143
177,178,47,0.38461538461538464
178,179,60,0.4090909090909091
179,180,25,0.5932203389830508
180,181,16,0.45454545454545453
181,182,16,0.5757575757575758
182,183,6,0.6666666666666666
183,184,13,1.0
184,185,14,1.0
